,Tenure,PreferredLoginDevice,CityTier,WarehouseToHome,Gender,NumberOfDeviceRegistered,SatisfactionScore,MaritalStatus,NumberOfAddress,Complain,DaySinceLastOrder,CashbackAmount,avg_cashbk_per_order,PreferredPaymentMode_CC,PreferredPaymentMode_COD,PreferredPaymentMode_DC,PreferredPaymentMode_E wallet,PreferredPaymentMode_UPI,PreferedOrderCat_Fashion,PreferedOrderCat_Grocery,PreferedOrderCat_Laptop,PreferedOrderCat_Mobile,PreferedOrderCat_Others,Churn
6720,19.0,1,1,16.0,1,3,1,2,2,0,0.0,125.87,125.87,0,0,1,0,0,0,0,0,1,0,1
6721,1.0,1,3,16.0,1,5,5,2,9,0,4.0,159.07,79.535,0,0,1,0,0,0,0,0,1,0,1
6722,3.0,0,3,30.0,0,1,4,2,5,1,0.0,231.94,115.97,0,0,1,0,0,0,1,0,0,0,1
6723,19.0,1,3,20.0,1,2,3,2,8,1,9.0,261.95,65.4875,0,0,0,1,0,0,1,0,0,0,1
6724,1.0,0,1,12.0,0,2,3,2,5,1,4.0,149.32,74.66,0,0,1,0,0,0,0,0,1,0,1
6725,1.0,1,1,29.0,1,4,3,0,3,1,8.0,186.79,26.684285714285714,1,0,0,0,0,0,0,1,0,0,1
6726,1.0,1,3,19.0,0,3,4,2,3,0,1.0,152.16,76.08,0,0,1,0,0,0,0,0,1,0,1
6727,3.0,1,3,10.0,0,4,3,0,6,1,1.0,177.38,88.69,1,0,0,0,0,0,0,1,0,0,1
6728,8.0,1,1,10.0,1,4,5,1,6,0,3.0,148.62,74.31,0,0,1,0,0,0,0,0,1,0,1
6729,14.0,1,3,10.0,1,5,3,0,3,1,3.0,151.83,75.915,0,0,0,1,0,0,0,0,1,0,1
6730,0.0,1,1,6.0,1,3,1,1,10,1,2.0,147.87,73.935,1,0,0,0,0,0,0,0,1,0,1
6731,0.0,1,3,11.0,1,4,3,2,2,1,3.0,157.44,157.44,0,0,0,1,0,0,0,1,0,0,1
6732,0.0,1,1,16.0,1,5,1,2,2,1,0.0,123.4,123.4,0,1,0,0,0,0,0,0,1,0,1
6733,0.0,0,1,22.0,0,5,5,2,2,1,7.0,139.19,23.198333333333334,0,0,1,0,0,0,0,0,1,0,1
6734,1.0,1,1,12.0,1,4,3,2,3,1,3.0,159.41,53.13666666666666,0,1,0,0,0,0,0,0,1,0,1
6735,1.0,1,3,11.0,1,6,1,1,3,0,3.0,229.0,22.9,1,0,0,0,0,1,0,0,0,0,1
6736,20.0,1,1,13.0,0,4,5,0,8,1,9.0,200.08,40.016000000000005,1,0,0,0,0,1,0,0,0,0,1
6737,1.0,1,3,16.0,1,4,1,2,3,0,1.0,135.81,67.905,1,0,0,0,0,0,0,0,1,0,1
6738,1.0,1,1,17.0,1,4,5,2,3,0,9.0,167.13,83.565,1,0,0,0,0,0,0,1,0,0,1
6739,1.0,1,1,23.0,0,2,5,2,3,0,15.0,152.43,9.526875,0,0,1,0,0,0,0,0,1,0,1
6740,1.0,0,3,20.0,0,4,4,2,7,0,1.0,182.65,91.325,0,1,0,0,0,0,0,1,0,0,1
6741,1.0,1,1,15.0,0,4,5,1,3,1,1.0,148.98,74.49,1,0,0,0,0,0,0,0,1,0,1
6742,1.0,0,1,32.0,0,4,4,1,3,1,9.0,145.22,18.1525,0,0,1,0,0,0,0,0,1,0,1
6743,10.0,1,1,8.0,0,3,5,1,2,1,0.0,120.74000000000001,120.74000000000001,0,0,1,0,0,0,0,0,1,0,1
6744,4.0,1,3,26.0,0,3,4,2,2,1,2.0,131.4,131.4,0,0,0,1,0,0,0,0,1,0,1
6745,5.0,1,3,7.0,0,4,2,2,10,1,6.0,184.93,92.465,0,0,1,0,0,0,0,1,0,0,1
6746,1.0,1,3,34.0,1,4,1,2,3,1,8.0,183.13,22.89125,0,0,1,0,0,0,0,1,0,0,1
6747,0.0,1,3,19.0,1,4,5,1,6,1,2.0,161.34,80.67,0,0,0,1,0,0,0,1,0,0,1
6748,0.0,1,3,10.0,1,5,2,0,2,0,8.0,204.0,22.666666666666668,1,0,0,0,0,1,0,0,0,0,1
6749,0.0,1,3,9.0,0,3,3,2,10,0,0.0,145.77,72.885,0,0,1,0,0,0,0,1,0,0,1
6750,1.0,1,1,24.0,0,4,4,1,3,0,1.0,147.1,73.55,0,0,1,0,0,0,0,0,1,0,1
6751,8.0,0,1,31.0,1,4,3,1,5,1,1.0,156.61,78.305,0,0,1,0,0,0,0,0,1,0,1
6752,20.0,1,1,14.0,1,4,3,1,10,0,9.0,148.39,14.838999999999999,0,1,0,0,0,0,0,0,1,0,1
6753,8.0,1,2,7.0,1,5,5,0,11,0,3.0,229.82,57.455,1,0,0,0,0,1,0,0,0,0,1
6754,20.0,1,1,29.0,0,3,1,1,2,0,6.0,203.12,13.541333333333334,1,0,0,0,0,1,0,0,0,0,1
6755,1.0,1,2,9.0,1,5,2,2,3,0,1.0,150.64,75.32,0,1,0,0,0,0,0,0,1,0,1
6756,13.0,1,3,18.0,0,4,2,0,3,0,8.0,201.54,25.1925,0,0,0,1,0,1,0,0,0,0,1
6757,10.0,1,3,16.0,1,4,1,1,6,0,3.0,225.96,45.192,0,0,0,1,0,1,0,0,0,0,1
6758,0.0,1,1,13.0,1,3,3,0,2,0,1.0,148.83,148.83,0,0,1,0,0,0,0,1,0,0,1
6759,10.0,1,2,26.0,0,3,4,1,1,1,4.0,121.47999999999999,121.47999999999999,1,0,0,0,0,0,0,0,1,0,1
6760,0.0,1,1,8.0,1,5,1,1,6,1,2.0,134.64,67.32,1,0,0,0,0,0,0,0,1,0,1
6761,0.0,0,1,22.0,0,5,5,2,2,1,7.0,139.19,23.198333333333334,0,0,1,0,0,0,0,0,1,0,1
6762,10.0,1,2,28.0,1,5,3,1,2,0,0.0,116.00999999999999,116.00999999999999,0,0,0,0,1,0,0,0,1,0,1
6763,1.0,0,1,35.0,1,5,5,2,5,0,4.0,167.84,83.92,0,0,1,0,0,0,0,1,0,0,1
6764,0.0,1,1,14.0,1,4,3,2,2,1,2.0,139.89,139.89,1,0,0,0,0,0,0,0,1,0,1
6765,11.0,0,3,16.0,0,3,3,1,3,1,7.0,126.55000000000001,18.07857142857143,1,0,0,0,0,0,0,0,1,0,1
6766,1.0,1,3,27.0,0,6,3,0,5,1,3.0,170.59,56.86333333333334,0,0,1,0,0,0,0,1,0,0,1
6767,1.0,0,1,31.0,1,5,5,2,3,0,3.0,212.22,106.11,0,1,0,0,0,1,0,0,0,0,1
6768,0.0,1,1,15.0,0,3,5,2,8,0,4.0,142.0,142.0,1,0,0,0,0,0,0,0,1,0,1
6769,10.0,1,2,12.0,1,3,5,1,5,1,2.0,120.72999999999999,120.72999999999999,0,0,0,0,1,0,0,0,1,0,1
6770,3.0,0,3,30.0,0,1,4,2,5,1,0.0,231.94,115.97,0,0,1,0,0,0,1,0,0,0,1
6771,1.0,1,1,23.0,1,4,4,1,4,1,3.0,148.73,74.365,1,0,0,0,0,0,0,0,1,0,1
6772,3.0,1,3,28.0,1,4,3,0,3,1,0.0,163.8,163.8,0,0,0,1,0,0,0,1,0,0,1
6773,10.0,1,1,6.0,1,3,1,1,3,1,0.0,122.93,61.465,1,0,0,0,0,0,0,0,1,0,1
6774,0.0,1,3,6.0,1,4,3,0,6,0,7.0,206.08999999999997,18.735454545454544,0,0,1,0,0,1,0,0,0,0,1
6775,3.0,0,1,9.0,0,5,5,2,4,1,1.0,161.46,80.73,0,0,1,0,0,0,0,0,1,0,1
6776,10.0,1,1,8.0,0,3,5,1,2,1,0.0,120.74000000000001,120.74000000000001,0,0,1,0,0,0,0,0,1,0,1
6777,20.0,1,1,16.0,1,3,3,2,5,0,0.0,124.78999999999999,124.78999999999999,0,1,0,0,0,0,0,0,1,0,1
6778,9.0,1,3,9.0,0,6,4,2,4,1,12.0,313.24,156.62,0,0,0,1,0,0,0,0,0,1,1
6779,0.0,0,3,17.0,1,2,3,0,9,0,2.0,147.07,147.07,0,0,0,0,1,0,0,1,0,0,1
6780,8.0,1,1,22.0,0,4,2,0,3,0,6.0,204.78,102.39,1,0,0,0,0,1,0,0,0,0,1
6781,0.0,0,1,10.0,1,4,3,2,6,0,2.0,138.94,138.94,0,1,0,0,0,0,0,0,1,0,1
6782,1.0,1,1,9.0,1,4,4,2,3,0,1.0,138.93,69.465,0,0,1,0,0,0,0,0,1,0,1
6783,1.0,1,1,9.0,1,4,4,2,3,0,1.0,138.93,69.465,0,0,1,0,0,0,0,0,1,0,1
6784,10.0,0,1,22.0,1,5,5,1,2,1,0.0,123.07,41.02333333333333,0,1,0,0,0,0,0,0,1,0,1
6785,1.0,0,1,14.0,1,6,3,2,3,1,7.0,185.74,92.87,0,0,1,0,0,0,0,1,0,0,1
6786,1.0,1,1,12.0,1,4,3,2,3,1,3.0,159.41,53.13666666666666,0,1,0,0,0,0,0,0,1,0,1
6787,10.0,0,3,15.0,1,3,5,1,2,0,0.0,117.9,117.9,0,0,0,1,0,0,0,0,1,0,1
6788,1.0,1,3,11.0,1,4,5,2,2,1,3.0,220.82,44.164,0,1,0,0,0,1,0,0,0,0,1
6789,1.0,1,1,15.0,1,6,5,0,3,1,8.0,146.19,73.095,0,0,0,0,1,0,0,0,1,0,1
6790,0.0,1,3,7.0,1,4,5,1,2,0,7.0,197.14,32.85666666666666,0,0,1,0,0,0,0,1,0,0,1
6791,0.0,1,1,16.0,0,3,5,1,2,1,0.0,123.97999999999999,123.97999999999999,1,0,0,0,0,0,0,0,1,0,1
6792,1.0,1,3,34.0,0,4,1,1,3,0,10.0,201.39,100.695,0,0,0,1,0,1,0,0,0,0,1
6793,10.0,0,3,6.0,0,3,4,2,2,1,2.0,123.02000000000001,61.510000000000005,0,0,1,0,0,0,0,0,1,0,1
6794,10.0,0,1,22.0,1,5,5,1,2,1,0.0,123.07,41.02333333333333,0,1,0,0,0,0,0,0,1,0,1
6795,0.0,0,3,18.0,1,3,1,2,4,1,7.0,145.81,24.301666666666666,0,0,0,0,1,0,0,1,0,0,1
6796,0.0,1,3,16.0,1,4,5,1,10,0,0.0,203.06,33.843333333333334,1,0,0,0,0,1,0,0,0,0,1
6797,0.0,1,1,16.0,1,3,3,1,2,0,0.0,123.77000000000001,123.77000000000001,1,0,0,0,0,0,0,0,1,0,1
6798,1.0,0,1,10.0,1,5,1,1,2,1,1.0,153.53,76.765,0,0,1,0,0,0,0,0,1,0,1
6799,0.0,1,1,16.0,1,4,1,2,2,1,1.0,123.88999999999999,123.88999999999999,1,0,0,0,0,0,0,0,1,0,1
6800,0.0,0,3,16.0,0,5,3,1,1,0,0.0,123.50999999999999,123.50999999999999,0,0,0,1,0,0,0,0,1,0,1
6801,1.0,0,2,30.0,0,4,5,1,11,1,3.0,224.5,112.25,0,0,0,0,1,1,0,0,0,0,1
6802,3.0,1,3,28.0,1,4,3,1,3,1,0.0,163.8,163.8,0,0,0,1,0,0,0,1,0,0,1
6803,1.0,1,1,7.0,1,5,3,2,2,1,3.0,162.3,81.15,0,0,1,0,0,0,0,0,1,0,1
6804,20.0,1,1,29.0,0,3,2,0,2,0,6.0,203.12,13.541333333333334,1,0,0,0,0,1,0,0,0,0,1
6805,3.0,1,3,31.0,1,4,4,2,3,1,0.0,190.94,190.94,0,0,0,1,0,1,0,0,0,0,1
6806,1.0,1,3,19.0,0,3,4,2,3,0,1.0,152.16,76.08,0,0,1,0,0,0,0,0,1,0,1
6807,10.0,1,3,11.0,1,3,2,0,4,0,0.0,120.86000000000001,120.86000000000001,0,1,0,0,0,0,0,1,0,0,1
6808,0.0,1,1,14.0,1,4,3,2,2,1,2.0,139.89,139.89,1,0,0,0,0,0,0,0,1,0,1
6809,1.0,0,3,31.0,1,6,2,2,3,1,1.0,136.18,68.09,0,0,1,0,0,0,0,0,1,0,1
6810,10.0,1,3,27.0,1,4,4,2,2,1,0.0,121.21000000000001,121.21000000000001,0,0,0,0,1,0,0,0,1,0,1
6811,1.0,1,3,9.0,1,5,4,2,9,1,3.0,224.07,74.69,0,0,0,1,0,0,0,1,0,0,1
6812,1.0,0,1,9.0,1,4,5,1,8,1,3.0,145.42,72.71,0,0,1,0,0,0,0,0,1,0,1
6813,8.0,0,3,32.0,0,3,5,0,3,0,0.0,142.86,142.86,0,0,1,0,0,0,0,1,0,0,1
6814,7.0,1,2,6.0,1,4,5,1,10,0,6.0,204.82,68.27333333333333,1,0,0,0,0,1,0,0,0,0,1
6815,1.0,0,3,31.0,1,2,5,2,3,0,1.0,135.91,67.955,0,1,0,0,0,0,0,0,1,0,1
6816,7.0,0,1,16.0,1,3,4,1,2,1,3.0,123.41999999999999,61.709999999999994,1,0,0,0,0,0,0,0,1,0,1
6817,10.0,1,1,23.0,0,3,4,1,2,0,0.0,122.1,122.1,0,0,1,0,0,0,0,0,1,0,1
6818,0.0,1,1,16.0,0,4,5,2,2,1,0.0,126.0,126.0,1,0,0,0,0,0,0,0,1,0,1
6819,1.0,1,1,15.0,0,4,5,1,3,1,1.0,148.98,74.49,1,0,0,0,0,0,0,0,1,0,1
6820,15.0,0,1,15.0,1,6,1,2,4,0,4.0,231.5,115.75,0,0,1,0,0,1,0,0,0,0,1
6821,1.0,1,3,16.0,1,5,5,2,9,0,4.0,159.07,79.535,0,0,1,0,0,0,0,1,0,0,1
6822,1.0,1,1,31.0,1,4,4,1,3,1,1.0,149.08,74.54,1,0,0,0,0,0,0,0,1,0,1
6823,0.0,0,3,16.0,0,5,5,2,1,0,0.0,123.25,123.25,0,1,0,0,0,0,0,0,1,0,1
6824,1.0,0,1,22.0,1,4,3,1,3,0,3.0,151.1,50.36666666666667,1,0,0,0,0,0,0,0,1,0,1
6825,1.0,1,1,13.0,1,2,5,0,3,1,1.0,141.01,70.505,0,0,1,0,0,0,0,0,1,0,1
6826,10.0,1,2,12.0,1,3,5,1,5,1,2.0,120.72999999999999,120.72999999999999,0,0,0,0,1,0,0,0,1,0,1
6827,1.0,1,3,11.0,1,6,2,0,3,0,3.0,229.0,22.9,1,0,0,0,0,1,0,0,0,0,1
6828,1.0,1,3,12.0,1,5,3,2,3,1,4.0,182.44,91.22,0,0,0,1,0,0,0,1,0,0,1
6829,1.0,0,3,7.0,0,5,4,2,3,1,3.0,146.74,73.37,0,1,0,0,0,0,0,0,1,0,1
6830,15.0,1,3,8.0,0,5,2,0,2,0,9.0,298.45,49.74166666666667,0,0,0,1,0,0,0,0,0,1,1
6831,0.0,0,1,16.0,1,4,5,2,8,0,0.0,125.61000000000001,125.61000000000001,1,0,0,0,0,0,0,0,1,0,1
6832,0.0,1,1,24.0,0,3,1,2,2,0,0.0,126.93,126.93,0,0,0,0,1,0,0,0,1,0,1
6833,2.0,0,1,8.0,0,4,5,2,3,1,0.0,136.46,136.46,0,0,1,0,0,0,0,0,1,0,1
6834,4.0,1,1,8.0,0,5,2,1,5,1,0.0,127.78,127.78,0,0,1,0,0,0,0,0,1,0,1
6835,0.0,1,1,8.0,0,3,5,1,8,0,7.0,127.07,127.07,0,0,1,0,0,0,0,0,1,0,1
6836,0.0,0,3,32.0,0,4,5,2,6,0,1.0,166.96,166.96,0,0,0,1,0,0,0,1,0,0,1
6837,1.0,0,1,27.0,1,4,3,0,5,0,3.0,223.24,111.62,0,0,1,0,0,1,0,0,0,0,1
6838,7.0,1,1,16.0,1,3,5,0,5,0,2.0,123.62,123.62,0,0,1,0,0,0,0,0,1,0,1
6839,0.0,1,1,7.0,1,3,1,1,10,1,2.0,147.87,73.935,1,0,0,0,0,0,0,0,1,0,1
6840,8.0,1,3,8.0,0,5,4,2,3,1,11.0,288.24,288.24,0,0,0,1,0,0,0,0,0,1,1
6841,0.0,0,3,32.0,1,3,1,1,2,1,8.0,156.17,156.17,0,0,0,1,0,0,0,1,0,0,1
6842,1.0,0,1,9.0,1,5,5,2,9,0,1.0,150.61,75.305,1,0,0,0,0,0,0,0,1,0,1
6843,10.0,0,1,22.0,1,5,5,1,2,1,0.0,123.07,41.02333333333333,0,1,0,0,0,0,0,0,1,0,1
6844,16.0,1,1,15.0,1,5,4,1,4,0,8.0,174.41,21.80125,1,0,0,0,0,0,0,1,0,0,1
6845,0.0,1,1,21.0,1,3,3,1,8,1,7.0,236.10000000000002,118.05000000000001,1,0,0,0,0,1,0,0,0,0,1
6846,10.0,1,1,28.0,0,4,4,1,6,0,3.0,214.26,53.565,1,0,0,0,0,0,0,1,0,0,1
6847,1.0,1,1,13.0,1,4,5,2,4,0,4.0,154.6,77.3,1,0,0,0,0,0,0,0,1,0,1
6848,0.0,0,1,35.0,1,4,4,2,1,0,4.0,134.79,134.79,1,0,0,0,0,0,0,0,1,0,1
6849,0.0,1,1,10.0,1,3,5,2,2,0,0.0,129.73,129.73,0,1,0,0,0,0,0,0,1,0,1
6850,1.0,1,3,20.0,1,5,5,1,7,1,3.0,186.34,62.11333333333334,0,0,0,1,0,0,0,1,0,0,1
6851,1.0,1,1,32.0,1,6,3,2,3,0,2.0,147.93,73.965,0,0,1,0,0,0,0,0,1,0,1
6852,3.0,1,3,10.0,0,4,3,0,6,1,1.0,177.38,88.69,1,0,0,0,0,0,0,1,0,0,1
6853,15.0,0,1,15.0,1,6,2,2,4,0,4.0,231.5,115.75,0,0,1,0,0,1,0,0,0,0,1
6854,0.0,1,3,33.0,1,3,1,2,2,1,7.0,158.13,22.59,0,0,1,0,0,0,0,1,0,0,1
6855,1.0,1,3,16.0,0,4,5,2,5,1,4.0,207.24,103.62,0,0,0,1,0,0,0,1,0,0,1
6856,1.0,1,3,7.0,0,5,3,1,8,1,3.0,153.0,76.5,1,0,0,0,0,0,0,0,1,0,1
6857,1.0,0,3,7.0,0,6,5,2,2,0,1.0,148.25,74.125,0,1,0,0,0,0,0,0,1,0,1
6858,1.0,1,3,16.0,0,4,5,2,5,1,4.0,207.24,103.62,0,0,0,1,0,0,0,1,0,0,1
6859,20.0,1,1,14.0,1,4,3,1,10,0,9.0,148.39,14.838999999999999,0,1,0,0,0,0,0,0,1,0,1
6860,0.0,1,3,11.0,1,4,3,2,2,1,3.0,157.44,157.44,0,0,0,1,0,0,0,1,0,0,1
6861,0.0,0,2,29.0,0,3,5,1,10,1,2.0,199.5,199.5,0,0,0,0,1,1,0,0,0,0,1
6862,1.0,1,3,15.0,1,5,5,2,8,0,3.0,178.26,89.13,0,1,0,0,0,0,0,1,0,0,1
6863,11.0,0,3,16.0,1,6,3,1,9,0,11.0,254.36,127.18,0,0,1,0,0,0,1,0,0,0,1
6864,0.0,0,1,8.0,1,3,1,0,7,1,2.0,137.22,68.61,0,0,1,0,0,0,0,0,1,0,1
6865,1.0,1,1,19.0,0,4,2,0,3,1,1.0,150.15,75.075,0,0,1,0,0,0,0,0,1,0,1
6866,1.0,1,3,16.0,1,5,5,1,5,0,3.0,169.0,56.333333333333336,0,0,1,0,0,0,0,0,1,0,1
6867,1.0,0,1,9.0,1,4,1,0,8,1,3.0,162.22,54.07333333333333,0,0,1,0,0,0,0,0,1,0,1
6868,0.0,1,1,14.0,1,4,3,2,2,1,2.0,139.89,139.89,1,0,0,0,0,0,0,0,1,0,1
6869,5.0,1,3,27.0,0,4,4,2,3,1,3.0,156.4,78.2,0,0,0,1,0,0,0,0,1,0,1
6870,1.0,1,1,9.0,0,4,5,1,3,1,1.0,145.74,72.87,0,0,1,0,0,0,0,0,1,0,1
6871,1.0,0,3,10.0,0,4,1,2,3,1,1.0,140.69,70.345,1,0,0,0,0,0,0,0,1,0,1
6872,1.0,1,3,16.0,1,5,5,2,9,0,4.0,159.07,79.535,0,0,1,0,0,0,0,1,0,0,1
6873,1.0,1,3,20.0,1,5,5,1,7,1,3.0,186.34,62.11333333333334,0,0,0,1,0,0,0,1,0,0,1
6874,0.0,1,1,16.0,1,3,4,2,2,1,0.0,124.72,124.72,0,0,1,0,0,0,0,0,1,0,1
6875,0.0,0,3,18.0,1,3,1,2,4,1,7.0,145.81,24.301666666666666,0,0,0,0,1,0,0,1,0,0,1
6876,10.0,1,1,16.0,0,4,5,2,2,0,0.0,116.00999999999999,116.00999999999999,0,0,1,0,0,0,0,0,1,0,1
6877,1.0,0,3,26.0,1,2,1,2,10,1,5.0,178.04,89.02,0,0,0,1,0,0,0,1,0,0,1
6878,1.0,1,1,31.0,1,5,3,2,7,1,4.0,145.28,72.64,0,0,1,0,0,0,0,0,1,0,1
6879,1.0,1,1,9.0,0,4,5,0,9,0,8.0,152.07,76.035,0,0,1,0,0,0,0,0,1,0,1
6880,1.0,1,3,17.0,1,5,5,1,11,0,3.0,228.06,32.58,1,0,0,0,0,1,0,0,0,0,1
6881,17.0,1,1,9.0,0,5,1,1,2,0,3.0,226.69,113.345,0,1,0,0,0,1,0,0,0,0,1
6882,7.0,1,1,16.0,1,3,5,1,5,0,2.0,123.62,123.62,0,0,1,0,0,0,0,0,1,0,1
6883,0.0,0,1,16.0,0,3,4,2,1,0,2.0,124.22,124.22,1,0,0,0,0,0,0,0,1,0,1
6884,0.0,0,1,26.0,1,3,3,0,4,0,0.0,198.24,198.24,0,0,1,0,0,1,0,0,0,0,1
6885,7.0,0,1,30.0,1,3,3,1,4,1,0.0,131.61,131.61,0,0,1,0,0,0,0,0,1,0,1
6886,1.0,1,1,18.0,0,5,5,2,3,1,1.0,151.0,75.5,1,0,0,0,0,0,0,0,1,0,1
6887,0.0,0,1,16.0,1,4,4,1,2,0,0.0,125.96000000000001,125.96000000000001,1,0,0,0,0,0,0,0,1,0,1
6888,0.0,1,1,16.0,1,3,3,2,2,1,1.0,116.00999999999999,116.00999999999999,1,0,0,0,0,0,0,0,1,0,1
6889,1.0,1,1,25.0,1,5,2,2,3,1,2.0,148.89,74.445,1,0,0,0,0,0,0,0,1,0,1
6890,7.0,1,1,21.0,0,3,1,1,2,0,5.0,179.78,179.78,1,0,0,0,0,1,0,0,0,0,1
6891,10.0,0,1,16.0,0,4,4,2,2,1,0.0,118.59,118.59,1,0,0,0,0,0,0,0,1,0,1
6892,0.0,1,2,16.0,1,4,1,2,2,0,0.0,125.63999999999999,125.63999999999999,0,1,0,0,0,0,0,0,1,0,1
6893,10.0,1,1,15.0,1,3,5,2,4,0,0.0,120.18,120.18,0,0,1,0,0,0,0,0,1,0,1
6894,1.0,1,3,9.0,0,5,3,2,3,0,3.0,145.44,72.72,1,0,0,0,0,0,0,0,1,0,1
6895,1.0,1,1,18.0,0,5,5,2,3,1,1.0,151.0,75.5,1,0,0,0,0,0,0,0,1,0,1
6896,0.0,1,1,20.0,1,4,4,1,2,1,2.0,137.43,137.43,0,0,0,0,1,0,0,0,1,0,1
6897,1.0,0,1,17.0,0,5,4,2,3,1,1.0,143.59,71.795,1,0,0,0,0,0,0,0,1,0,1
6898,0.0,1,3,15.0,1,3,1,2,2,0,0.0,116.00999999999999,116.00999999999999,1,0,0,0,0,0,0,0,1,0,1
6899,1.0,1,3,23.0,0,4,5,2,7,0,3.0,178.24,89.12,0,0,0,1,0,0,0,1,0,0,1
6900,0.0,1,1,16.0,1,5,1,2,2,1,0.0,123.4,123.4,0,1,0,0,0,0,0,0,1,0,1
6901,1.0,0,3,16.0,0,4,2,2,3,1,3.0,148.23,74.115,0,0,0,1,0,0,0,0,1,0,1
6902,10.0,0,1,14.0,1,3,3,2,2,0,0.0,119.03999999999999,119.03999999999999,1,0,0,0,0,0,0,0,1,0,1
6903,1.0,1,1,9.0,1,4,3,2,4,0,1.0,159.85,79.925,0,0,1,0,0,0,0,0,1,0,1
6904,1.0,1,1,17.0,1,6,2,1,9,0,4.0,159.08,79.54,1,0,0,0,0,0,0,0,1,0,1
6905,9.0,1,3,9.0,0,6,4,2,4,1,12.0,313.24,156.62,0,0,0,1,0,0,0,0,0,1,1
6906,1.0,1,1,32.0,0,5,4,0,7,0,2.0,150.46,75.23,0,1,0,0,0,0,0,0,1,0,1
6907,0.0,1,1,9.0,1,3,5,0,6,0,2.0,140.31,140.31,1,0,0,0,0,0,0,0,1,0,1
6908,16.0,1,1,15.0,1,5,4,0,4,0,8.0,174.41,21.80125,1,0,0,0,0,0,0,1,0,0,1
6909,10.0,1,3,16.0,1,5,1,2,3,0,3.0,221.19,44.238,1,0,0,0,0,1,0,0,0,0,1
6910,16.0,1,1,8.0,0,4,1,1,1,0,9.0,201.69,201.69,0,1,0,0,0,1,0,0,0,0,1
6911,0.0,1,3,6.0,0,3,4,2,2,1,4.0,132.02,132.02,0,1,0,0,0,0,0,0,1,0,1
6912,0.0,0,1,16.0,1,4,1,2,2,1,0.0,124.38999999999999,124.38999999999999,0,0,1,0,0,0,0,0,1,0,1
6913,0.0,1,3,33.0,1,3,1,2,2,1,7.0,158.13,22.59,0,0,1,0,0,0,0,1,0,0,1
6914,1.0,1,1,35.0,1,3,5,0,8,1,0.0,166.73,166.73,1,0,0,0,0,0,0,1,0,0,1
6915,6.0,0,1,16.0,1,4,3,1,10,1,0.0,124.37,124.37,0,1,0,0,0,0,0,0,1,0,1
6916,10.0,0,1,10.0,1,3,2,2,19,1,0.0,122.85,122.85,0,1,0,0,0,0,0,0,1,0,1
6917,9.0,0,3,33.0,0,4,5,0,4,0,1.0,167.86,83.93,0,0,1,0,0,0,0,1,0,0,1
6918,10.0,1,3,8.0,0,4,3,2,2,0,2.0,120.44,120.44,1,0,0,0,0,0,0,0,1,0,1
6919,1.0,1,1,12.0,1,4,3,2,3,1,3.0,159.41,53.13666666666666,0,1,0,0,0,0,0,0,1,0,1
6920,1.0,1,1,22.0,1,4,3,1,9,1,8.0,261.1,32.6375,1,0,0,0,0,1,0,0,0,0,1
6921,1.0,0,3,33.0,1,4,1,1,3,1,9.0,181.17,90.585,0,0,0,1,0,0,0,1,0,0,1
6922,1.0,1,1,25.0,0,4,1,2,3,0,1.0,151.93,75.965,0,0,0,0,1,0,0,0,1,0,1
6923,7.0,1,1,16.0,1,3,3,2,2,1,2.0,129.36,129.36,0,0,1,0,0,0,0,0,1,0,1
6924,2.0,1,1,29.0,1,3,5,2,1,0,3.0,139.04,139.04,1,0,0,0,0,0,0,0,1,0,1
6925,13.0,0,3,7.0,1,3,3,1,8,0,1.0,167.28,167.28,0,0,1,0,0,0,0,1,0,0,1
6926,6.0,0,1,16.0,1,4,3,1,10,1,0.0,124.37,124.37,0,1,0,0,0,0,0,0,1,0,1
6927,0.0,1,1,22.0,0,1,5,2,2,0,14.0,127.43,8.495333333333333,0,0,1,0,0,0,0,0,1,0,1
6928,0.0,0,3,16.0,0,5,5,2,1,0,0.0,123.25,123.25,0,1,0,0,0,0,0,0,1,0,1
6929,1.0,1,1,32.0,1,5,4,2,6,1,3.0,148.13,49.376666666666665,1,0,0,0,0,0,0,0,1,0,1
6930,0.0,1,3,15.0,1,3,1,2,2,0,0.0,116.00999999999999,116.00999999999999,1,0,0,0,0,0,0,0,1,0,1
6931,0.0,1,1,16.0,1,3,4,1,2,1,0.0,124.08000000000001,124.08000000000001,1,0,0,0,0,0,0,0,1,0,1
6932,10.0,0,3,6.0,0,4,4,2,2,1,2.0,121.74000000000001,121.74000000000001,0,1,0,0,0,0,0,0,1,0,1
6933,0.0,1,3,16.0,1,4,5,1,10,0,0.0,203.06,33.843333333333334,1,0,0,0,0,1,0,0,0,0,1
6934,1.0,1,1,17.0,1,6,1,1,9,0,4.0,159.08,79.54,1,0,0,0,0,0,0,0,1,0,1
6935,1.0,1,1,8.0,1,4,1,1,11,1,3.0,172.87,57.623333333333335,1,0,0,0,0,0,0,0,1,0,1
6936,1.0,0,1,10.0,1,4,5,2,2,0,5.0,156.02,78.01,0,1,0,0,0,0,0,0,1,0,1
6937,0.0,1,1,21.0,1,3,3,1,8,0,0.0,148.34,148.34,0,0,0,0,1,0,0,1,0,0,1
6938,1.0,0,1,10.0,1,5,1,1,2,1,1.0,153.53,76.765,0,0,1,0,0,0,0,0,1,0,1
